,id,number_of_reviews,reviews_per_month
0,0.0,0.16853932584269665,0.09375
1,0.00040463434146642476,0.14606741573033705,0.03819444444444444
2,0.0004898147189047544,0.42696629213483145,0.12152777777777776
3,0.0006446013124904039,0.5168539325842696,0.21874999999999997
4,0.0006817368716064673,0.5617977528089888,0.1701388888888889
5,0.0007017922774198904,0.5730337078651686,0.16319444444444445
6,0.0007539142936273029,0.9662921348314606,0.28472222222222215
7,0.0007809119552992185,0.0898876404494382,0.02083333333333333
8,0.0009126678905606624,0.20224719101123595,0.05902777777777777
9,0.0009167818199582877,0.2247191011235955,0.07291666666666666
10,0.0009539173790743512,0.6629213483146068,0.20138888888888887
11,0.0012184210004341665,0.25842696629213485,0.5243055555555556
12,0.0012376683129730558,0.12359550561797752,0.031249999999999993
13,0.001369754831846809,0.44943820224719105,0.1736111111111111
14,0.0013924181750462265,0.6741573033707864,0.20138888888888887
15,0.0014484337315763915,0.16853932584269665,0.06944444444444445
16,0.001462428437830813,0.6179775280898876,0.1875
17,0.001497690689810458,0.011235955056179775,0.0
18,0.0015744228193786643,0.3146067415730337,0.125
19,0.0016392906704162193,0.28089887640449435,0.0798611111111111
20,0.0019300205916858955,0.011235955056179775,0.013888888888888888
21,0.0019739514806105364,0.797752808988764,0.24999999999999997
22,0.002010389140989503,0.696629213483146,0.26388888888888884
23,0.0020375337287113337,0.24719101123595505,0.08680555555555555
24,0.0020547608080638893,0.7415730337078652,0.2534722222222222
25,0.0021944507500207535,0.9662921348314606,0.40277777777777773
26,0.002209731059211933,0.8876404494382022,0.36111111111111105
27,0.002238271444407958,0.39325842696629215,0.13194444444444445
28,0.0022509438162131427,0.2696629213483146,0.09375
29,0.002381414148537829,0.6741573033707864,0.2743055555555555
30,0.0025260261131668515,0.30337078651685395,0.14930555555555558
31,0.002619140497300601,0.550561797752809,0.22222222222222224
32,0.002847941088531026,0.6629213483146068,0.21874999999999997
33,0.0028555077801016584,0.32584269662921345,0.1076388888888889
34,0.0029232406891125592,0.6853932584269662,0.23611111111111113
35,0.0030212036328935103,0.41573033707865165,0.3368055555555555
36,0.003056245495798282,0.38202247191011235,0.125
37,0.0031513066500934083,0.5280898876404494,0.17708333333333334
38,0.0032316751993970157,0.38202247191011235,0.125
39,0.003784153878590597,0.9101123595505618,0.3055555555555555
40,0.0038442833645183873,0.550561797752809,0.1875
41,0.003906359620607554,0.651685393258427,0.22569444444444445
42,0.004093873991811811,0.48314606741573035,0.21527777777777776
43,0.0041998811368256185,0.8314606741573034,0.28125
44,0.004482713782912353,0.1797752808988764,0.1284722222222222
45,0.004610465983313609,0.06741573033707865,0.08680555555555555
46,0.005153284274725267,0.5056179775280898,0.17708333333333334
47,0.005312735770395724,0.32584269662921345,0.11458333333333334
48,0.005382635838642873,0.41573033707865165,0.14583333333333334
49,0.005434059956113189,0.0,0.04861111111111111
50,0.00560893868702474,0.9550561797752808,0.3263888888888889
51,0.005665358290192172,0.39325842696629215,0.14236111111111113
52,0.005735442016001716,0.37078651685393255,0.15624999999999997
53,0.005876233903332944,0.6853932584269662,0.23611111111111113
54,0.005880788610880315,0.02247191011235955,0.0069444444444444475
55,0.006108230136149024,0.20224719101123595,0.0798611111111111
56,0.006119396515942579,0.033707865168539325,0.06944444444444445
57,0.006144190286865766,0.056179775280898875,0.26388888888888884
58,0.006158589039757454,0.42696629213483145,0.17708333333333334
59,0.006186945767391086,0.8314606741573034,0.5590277777777778
60,0.006238627005448753,0.25842696629213485,0.09027777777777779
61,0.006289830733844195,0.23595505617977525,0.08680555555555555
62,0.0062903082435064196,0.5168539325842696,0.2048611111111111
63,0.006290895947706081,0.34831460674157305,0.13194444444444445
64,0.0062910061422435165,0.797752808988764,0.29861111111111105
65,0.006355763798743635,0.0898876404494382,0.06597222222222221
66,0.006356241308405859,0.07865168539325842,0.027777777777777783
67,0.006357747300417491,0.011235955056179775,0.125
68,0.006397784649019379,0.32584269662921345,0.1284722222222222
69,0.006429410481263623,0.6853932584269662,0.24652777777777776
70,0.006506289536881744,0.0898876404494382,0.03819444444444444
71,0.006634041737283,0.056179775280898875,0.02430555555555556
72,0.006636906795256346,0.29213483146067415,0.2569444444444444
73,0.006709047485764702,0.0449438202247191,0.013888888888888888
74,0.00674177526338331,0.46067415730337075,0.1840277777777778
75,0.006759222731810738,0.595505617977528,0.3159722222222222
76,0.006817846225726898,0.0449438202247191,0.013888888888888888
77,0.006831289959294138,0.595505617977528,0.23263888888888892
78,0.006842603265137607,0.7752808988764044,0.2708333333333333
79,0.00689501913344485,0.33707865168539325,0.21874999999999997
80,0.0069327423967605745,0.16853932584269665,0.06249999999999999
81,0.007018106431761298,0.25842696629213485,0.09722222222222224
82,0.0070244242519076515,0.898876404494382,0.3472222222222222
83,0.007088300352108279,0.9213483146067414,0.3263888888888889
84,0.007125252253661948,0.19101123595505615,0.06597222222222221
85,0.0071842063311904165,0.0,0.0034722222222222238
86,0.007461823102505163,0.1348314606741573,0.05555555555555556
87,0.007579180284874918,0.23595505617977525,0.0798611111111111
88,0.007975733693596007,0.06741573033707865,0.041666666666666664
89,0.007989067232625812,0.21348314606741575,0.09375
90,0.008219153426792993,0.21348314606741575,0.0763888888888889
91,0.008288649448402878,0.10112359550561797,0.13194444444444445
92,0.008292726646288023,0.34831460674157305,0.125
93,0.008302754349194735,0.46067415730337075,0.16666666666666666
94,0.008303305321881917,0.28089887640449435,0.125
95,0.008371515740555042,0.0898876404494382,0.03819444444444444
96,0.008385400252272027,0.5842696629213482,0.22222222222222224
97,0.00843994654830304,0.29213483146067415,0.1076388888888889
98,0.008453537207920196,0.2247191011235955,0.0798611111111111
99,0.008465181097375974,0.056179775280898875,0.04861111111111111
100,0.008538497196283652,0.3595505617977528,0.1388888888888889
101,0.008565788710055398,0.32584269662921345,0.11458333333333334
102,0.00864145562576172,0.7865168539325842,0.29166666666666663
103,0.008668820602558424,0.5056179775280898,0.19097222222222224
104,0.008721016081790793,0.06741573033707865,0.027777777777777783
105,0.008796646265984635,0.3595505617977528,0.14236111111111113
106,0.008803404864280735,0.7078651685393258,0.3125
107,0.00880630665376656,0.15730337078651685,0.14930555555555558
108,0.008812955057525221,0.6629213483146068,0.4895833333333333
109,0.008874884387564473,0.5842696629213482,0.21180555555555555
110,0.008907391776108208,0.24719101123595505,0.10416666666666666
111,0.008908052943332826,0.6404494382022472,0.27777777777777773
112,0.0090016448371288,0.02247191011235955,0.010416666666666664
113,0.009062178369693858,0.38202247191011235,0.1527777777777778
114,0.009070626617563981,0.0449438202247191,0.04861111111111111
115,0.009075144593598873,0.943820224719101,0.35069444444444436
116,0.009086457899442343,0.0449438202247191,0.02083333333333333
117,0.009086568093979779,0.20224719101123595,0.08333333333333331
118,0.009087192529691918,0.0898876404494382,0.06944444444444445
119,0.009112684199352203,0.1797752808988764,0.0763888888888889
120,0.009118193926224023,0.2247191011235955,0.08333333333333331
121,0.00915918629415036,0.46067415730337075,0.16666666666666666
122,0.009170315942431435,0.33707865168539325,0.13194444444444445
123,0.009171711739905629,0.2247191011235955,0.08333333333333331
124,0.009176229715940521,0.595505617977528,0.3680555555555555
125,0.009236249007330876,0.9550561797752808,0.34375
126,0.009237204026655324,1.0,0.37499999999999994
127,0.00927151125931052,0.7752808988764044,0.2881944444444444
128,0.009275441531145751,0.28089887640449435,0.12152777777777776
129,0.009283853047503395,0.7191011235955056,0.29513888888888884
130,0.0093300980217142,0.6629213483146068,0.2881944444444444
131,0.00934659047081718,0.6292134831460674,0.22916666666666666
132,0.009432138163380299,0.30337078651685395,0.19097222222222224
133,0.009481982825814025,0.696629213483146,0.2534722222222222
134,0.009627072300105273,0.0,0.03819444444444444
135,0.009627586541279976,0.5393258426966292,0.21180555555555555
136,0.009628210976992116,0.16853932584269665,0.10416666666666666
137,0.009628615023629382,0.7078651685393258,0.29166666666666663
138,0.009647384826506048,0.011235955056179775,0.0069444444444444475
139,0.009655686148326254,0.2247191011235955,0.09375
140,0.00970042513052543,0.33707865168539325,0.13541666666666669
141,0.00971383213258019,0.8876404494382022,0.34375
142,0.009720700925413725,0.3595505617977528,0.21527777777777776
143,0.009755926445880891,0.06741573033707865,0.07291666666666666
144,0.009758020142092183,0.5168539325842696,0.21874999999999997
145,0.009758277262679534,0.0449438202247191,0.031249999999999993
146,0.009845184021204368,0.5393258426966292,0.21527777777777776
147,0.009906562378556437,0.6067415730337078,0.24999999999999997
148,0.009910051872241922,0.0898876404494382,0.03819444444444444
149,0.009965773576672258,0.20224719101123595,0.0798611111111111
150,0.00996808766195842,0.14606741573033705,0.05555555555555556
151,0.009972201591356046,0.797752808988764,0.32291666666666663
152,0.009996958630766755,0.32584269662921345,0.13541666666666669
153,0.010077070059483011,0.44943820224719105,0.16666666666666666
154,0.010121404995044919,0.6404494382022472,0.23958333333333334
155,0.010139183047084657,0.3595505617977528,0.1388888888888889
156,0.010145060089081264,0.8539325842696628,0.3159722222222222
157,0.01026513540337445,0.056179775280898875,0.03819444444444444
158,0.010265612913036674,0.0898876404494382,0.03819444444444444
159,0.010266016959673942,0.0898876404494382,0.052083333333333336
160,0.010545653964175021,0.0898876404494382,0.05555555555555556
161,0.010615076522759948,0.0,0.0069444444444444475
162,0.010739045377375887,0.19101123595505615,0.2743055555555555
163,0.010806851749411745,0.12359550561797752,0.052083333333333336
164,0.010809533149822697,0.07865168539325842,0.03472222222222222
165,0.0108265031085879,0.056179775280898875,0.05902777777777777
166,0.01096303414047159,0.5280898876404494,0.22569444444444445
167,0.010977506356388235,0.6292134831460674,0.29861111111111105
168,0.011011666662993516,0.23595505617977525,0.09722222222222224
169,0.011119804235731093,0.9775280898876404,0.3680555555555555
170,0.011148748667564384,0.28089887640449435,0.11805555555555555
171,0.011247262584032518,0.02247191011235955,0.0069444444444444475
172,0.01146845975217983,0.38202247191011235,0.14583333333333334
173,0.011505705505833332,0.7415730337078652,0.29861111111111105
174,0.011633567900772022,0.41573033707865165,0.17708333333333334
175,0.011642787510404201,0.5168539325842696,0.24652777777777776
176,0.01164374252972865,0.9213483146067414,0.5486111111111112
177,0.011680584236744883,0.40449438202247184,0.16319444444444445
178,0.011751659713391354,0.47191011235955055,0.18055555555555555
179,0.011751916833978705,0.5168539325842696,0.19791666666666666
180,0.011852157131533342,0.19101123595505615,0.0798611111111111
181,0.011873718529358396,0.37078651685393255,0.3472222222222222
